id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,misc_text_col1,misc_text_col2,misc_text_col3
1061,5,9,9,11,3,3,2.4,2009,AZ7M,80XAA04,NA,0,0
1062,5,9,9,12,3,3,5.5,2009,AZ7M,80XAA04,15%,2,0
1063,5,9,9,13,3,3,4.9,2009,AZ7M,82XAA04,29%,3,0
1064,5,9,9,14,3,3,4.3,2009,AZ7M,82XAA04,18%,2,0
1065,5,9,9,15,3,3,3.7,2009,AZ7M,82XAA04,25%,2,0
1066,5,9,9,16,3,3,3.8,2009,AZ7M,82XAA04,0%,1,0
1067,5,9,9,17,3,3,5,2009,AZ7M,83XAA04,11%,2,0
1068,5,9,9,18,3,3,4.4,2009,AZ7M,83XAA04,3%,1,0
1069,5,9,9,19,3,3,3.3,2009,AZ7M,83XAA04,9%,1,0
1070,5,9,9,20,3,3,4.4,2009,AZ7M,83XAA04,26%,2,0
1071,5,9,9,21,3,3,5.1,2009,AZ7M,NM6,6%,3,2
1072,5,9,9,1,4,4,0,2009,AZ7M,85XAA04,NA,0,0
1073,5,9,9,2,4,4,2.7,2009,AZ7M,85XAA04,10%,1,0
1074,5,9,9,3,4,4,0.4,2009,AZ7M,85XAA04,NA,0,0
1075,5,9,9,4,4,4,0.2,2009,AZ7M,85XAA04,NA,0,0
1076,5,9,9,5,4,4,4.1,2009,AZ7M,18XAG04,5%,2,0
1077,5,9,9,6,4,4,3.1,2009,AZ7M,18XAG04,0%,1,0
1078,5,9,9,7,4,4,2.6,2009,AZ7M,18XAG04,0%,2,0
1079,5,9,9,8,4,4,4,2009,AZ7M,18XAG04,7%,2,0
1080,5,9,9,9,4,4,1.4,2009,AZ7M,85XAA04,0%,1,0
1081,5,9,9,10,4,4,1.9,2009,AZ7M,85XAA04,0%,1,0
1082,5,9,9,11,4,4,0.4,2009,AZ7M,85XAA04,NA,0,0
1083,5,9,9,12,4,4,0.6,2009,AZ7M,85XAA04,NA,0,0
1084,5,9,9,13,4,4,3.1,2009,AZ7M,84XAA04,15%,2,0
1085,5,9,9,14,4,4,0,2009,AZ7M,84XAA04,NA,0,0
1086,5,9,9,15,4,4,4.1,2009,AZ7M,84XAA04,9%,1,0
1087,5,9,9,16,4,4,4.6,2009,AZ7M,84XAA04,4%,3,0
1088,5,9,9,17,4,4,2.5,2009,AZ7M,82XAA04,0%,1,0
1089,5,9,9,18,4,4,4.8,2009,AZ7M,82XAA04,24%,3,0
1090,5,9,9,19,4,4,3.5,2009,AZ7M,82XAA04,10%,2,0
1091,5,9,9,20,4,4,4.9,2009,AZ7M,82XAA04,0%,3,0
1092,5,9,9,21,4,4,4,2009,AZ7M,NM6,20%,2,2
1093,5,9,9,1,5,5,1.9,2009,AZ7M,81XAA04,0%,2,0
1094,5,9,9,2,5,5,3.7,2009,AZ7M,81XAA04,6%,1,0
1095,5,9,9,3,5,5,3,2009,AZ7M,81XAA04,4%,1,0
1096,5,9,9,4,5,5,6.6,2009,AZ7M,81XAA04,7%,2,0
1097,5,9,9,5,5,5,1.1,2009,AZ7M,2XT4E04,NA,0,0
1098,5,9,9,6,5,5,0,2009,AZ7M,2XT4E04,NA,0,0
1099,5,9,9,7,5,5,0,2009,AZ7M,2XT4E04,NA,0,0
1100,5,9,9,8,5,5,1.1,2009,AZ7M,2XT4E04,NA,0,0
1101,5,9,9,9,5,5,2.7,2009,AZ7M,84XAA04,9%,1,0
1102,5,9,9,10,5,5,2.8,2009,AZ7M,84XAA04,15%,2,0
1103,5,9,9,11,5,5,5.2,2009,AZ7M,84XAA04,28%,2,0
1104,5,9,9,12,5,5,4.8,2009,AZ7M,84XAA04,37%,1,0
1105,5,9,9,13,5,5,1.7,2009,AZ7M,17XGA04,7%,1,0
1106,5,9,9,14,5,5,2.9,2009,AZ7M,17XGA04,6%,2,0
1107,5,9,9,15,5,5,4,2009,AZ7M,17XGA04,0%,1,0
1108,5,9,9,16,5,5,3.8,2009,AZ7M,17XGA04,2%,2,0
1109,5,9,9,17,5,5,0.5,2009,AZ7M,85XAA04,NA,0,0
1110,5,9,9,18,5,5,2.4,2009,AZ7M,85XAA04,0%,1,0
1111,5,9,9,19,5,5,1.4,2009,AZ7M,85XAA04,0%,1,0
1112,5,9,9,20,5,5,0.4,2009,AZ7M,85XAA04,NA,0,0
1113,5,9,9,21,5,5,4.5,2009,AZ7M,NM6,4%,2,2
1114,5,9,9,1,6,6,5.4,2009,AZ7M,81XAA04,5%,2,0
1115,5,9,9,2,6,6,4.3,2009,AZ7M,81XAA04,0%,1,0
1116,5,9,9,3,6,6,4.3,2009,AZ7M,81XAA04,56%,1,0
1117,5,9,9,4,6,6,1,2009,AZ7M,81XAA04,NA,0,0
1118,5,9,9,5,6,6,3.7,2009,AZ7M,82XAA04,4%,1,0
1119,5,9,9,6,6,6,4.5,2009,AZ7M,82XAA04,3%,2,0
1120,5,9,9,7,6,6,3.6,2009,AZ7M,82XAA04,8%,3,0
1121,5,9,9,8,6,6,2.6,2009,AZ7M,82XAA04,34%,2,0
1122,5,9,9,9,6,6,1.5,2009,AZ7M,18XAG04,0%,1,0
1123,5,9,9,10,6,6,4,2009,AZ7M,18XAG04,15%,2,0
1124,5,9,9,11,6,6,0.9,2009,AZ7M,18XAG04,40%,2,0
1125,5,9,9,12,6,6,2.8,2009,AZ7M,18XAG04,25%,1,0
1126,5,9,9,13,6,6,0,2009,AZ7M,1XTE04,NA,0,0
1127,5,9,9,14,6,6,0,2009,AZ7M,1XTE04,NA,0,0
1128,5,9,9,15,6,6,0,2009,AZ7M,1XTE04,NA,0,0
1129,5,9,9,16,6,6,1.7,2009,AZ7M,1XTE04,0%,1,0
1130,5,9,9,17,6,6,3.3,2009,AZ7M,82XAA04,0%,2,0
1131,5,9,9,18,6,6,4,2009,AZ7M,82XAA04,25%,2,0
1132,5,9,9,19,6,6,3.5,2009,AZ7M,82XAA04,19%,1,0
1133,5,9,9,20,6,6,4.6,2009,AZ7M,82XAA04,11%,2,0
1134,5,9,9,21,6,6,4.7,2009,AZ7M,NM6,4%,2,2
1135,5,9,9,1,7,7,4.2,2009,AZ7M,83XAA04,34%,2,0
1136,5,9,9,2,7,7,5,2009,AZ7M,83XAA04,11%,2,0
1137,5,9,9,3,7,7,4.1,2009,AZ7M,83XAA04,30%,1,0
1138,5,9,9,4,7,7,5,2009,AZ7M,83XAA04,11%,1,0
1139,5,9,9,5,7,7,0.5,2009,AZ7M,2XT4E04,NA,0,0
1140,5,9,9,6,7,7,0,2009,AZ7M,2XT4E04,NA,0,0
1141,5,9,9,7,7,7,2,2009,AZ7M,2XT4E04,17%,1,0
1142,5,9,9,8,7,7,2,2009,AZ7M,2XT4E04,0%,3,0
1143,5,9,9,9,7,7,2.5,2009,AZ7M,17XGA04,0%,2,0
1144,5,9,9,10,7,7,2,2009,AZ7M,17XGA04,0%,1,0
1145,5,9,9,11,7,7,2.1,2009,AZ7M,17XGA04,10%,2,0
1146,5,9,9,12,7,7,0.3,2009,AZ7M,17XGA04,NA,0,0
1147,5,9,9,13,7,7,5.3,2009,AZ7M,83XAA04,12%,2,0
1148,5,9,9,14,7,7,5,2009,AZ7M,83XAA04,9%,2,0
1149,5,9,9,15,7,7,5.2,2009,AZ7M,83XAA04,20%,2,0
1150,5,9,9,16,7,7,5.4,2009,AZ7M,83XAA04,25%,2,0
1151,5,9,9,17,7,7,0.7,2009,AZ7M,81XAA04,NA,0,0
1152,5,9,9,18,7,7,3,2009,AZ7M,81XAA04,9%,1,0
1153,5,9,9,19,7,7,3.1,2009,AZ7M,81XAA04,0%,2,0
1154,5,9,9,20,7,7,4.4,2009,AZ7M,81XAA04,16%,2,0
1155,5,9,9,21,7,7,1.9,2009,AZ7M,85XAA04,13%,1,0
1156,5,9,9,1,8,8,1.3,2009,AZ7M,1XTE04,0%,1,2
1157,5,9,9,2,8,8,0,2009,AZ7M,1XTE04,NA,0,0
1158,5,9,9,3,8,8,0.7,2009,AZ7M,1XTE04,0%,1,0
1159,5,9,9,4,8,8,1.4,2009,AZ7M,1XTE04,0%,1,0
1160,5,9,9,5,8,8,3,2009,AZ7M,18XAG04,11%,1,0
1161,5,9,9,6,8,8,1.7,2009,AZ7M,18XAG04,0%,1,0
1162,5,9,9,7,8,8,1.8,2009,AZ7M,18XAG04,0%,1,0
1163,5,9,9,8,8,8,3.3,2009,AZ7M,18XAG04,0%,3,0
1164,5,9,9,9,8,8,4.7,2009,AZ7M,82XAA04,20%,3,0
1165,5,9,9,10,8,8,3.7,2009,AZ7M,82XAA04,4%,1,0
1166,5,9,9,11,8,8,4.4,2009,AZ7M,82XAA04,6%,2,0
1167,5,9,9,12,8,8,3.6,2009,AZ7M,82XAA04,11%,1,0
1168,5,9,9,13,8,8,3.4,2009,AZ7M,81XAA04,17%,2,0
1169,5,9,9,14,8,8,3.3,2009,AZ7M,81XAA04,20%,1,0
1170,5,9,9,15,8,8,0,2009,AZ7M,81XAA04,NA,0,0
1171,5,9,9,16,8,8,2.5,2009,AZ7M,81XAA04,0%,1,0
1172,5,9,9,17,8,8,3.5,2009,AZ7M,84XAA04,15%,1,0
1173,5,9,9,18,8,8,3.6,2009,AZ7M,84XAA04,13%,1,0
1174,5,9,9,19,8,8,1.8,2009,AZ7M,84XAA04,NA,0,0
1175,5,9,9,20,8,8,2.6,2009,AZ7M,84XAA04,20%,1,0
1176,5,9,9,21,8,8,1.7,2009,AZ7M,85XAA04,0%,1,0
1177,5,9,9,1,9,9,0.8,2009,AZ7M,85XAA04,NA,0,0
1178,5,9,9,2,9,9,1.5,2009,AZ7M,85XAA04,NA,0,0
1179,5,9,9,3,9,9,0.2,2009,AZ7M,85XAA04,NA,0,0
1180,5,9,9,4,9,9,0,2009,AZ7M,85XAA04,NA,0,0
1181,5,9,9,5,9,9,5,2009,AZ7M,80XAA04,22%,1,0
1182,5,9,9,6,9,9,4.9,2009,AZ7M,80XAA04,21%,1,0
1183,5,9,9,7,9,9,4.6,2009,AZ7M,80XAA04,9%,1,0
1184,5,9,9,8,9,9,5.5,2009,AZ7M,80XAA04,15%,2,0
1185,5,9,9,9,9,9,3,2009,AZ7M,84XAA04,8%,2,0
1186,5,9,9,10,9,9,4,2009,AZ7M,84XAA04,23%,2,0
1187,5,9,9,11,9,9,2.3,2009,AZ7M,84XAA04,0%,2,0
1188,5,9,9,12,9,9,1.8,2009,AZ7M,84XAA04,5%,1,0
1189,5,9,9,13,9,9,4,2009,AZ7M,80XAA04,20%,2,0
1190,5,9,9,14,9,9,4,2009,AZ7M,80XAA04,20%,1,0
1191,5,9,9,15,9,9,3.8,2009,AZ7M,80XAA04,9%,3,0
1192,5,9,9,16,9,9,2.2,2009,AZ7M,80XAA04,5%,1,0
1193,5,9,9,17,9,9,5.4,2009,AZ7M,83XAA04,24%,2,0
1194,5,9,9,18,9,9,3.7,2009,AZ7M,83XAA04,0%,4,0
1195,5,9,9,19,9,9,4.7,2009,AZ7M,83XAA04,19%,2,0
1196,5,9,9,20,9,9,5.6,2009,AZ7M,83XAA04,15%,5,0
1197,5,9,9,21,9,9,1.4,2009,AZ7M,85XAA04,10%,1,0
1198,5,9,9,1,10,10,4.3,2009,AZ7M,84XAA04,25%,2,0
1199,5,9,9,2,10,10,0.8,2009,AZ7M,84XAA04,NA,0,0
1200,5,9,9,3,10,10,2.9,2009,AZ7M,84XAA04,8%,1,0
1201,5,9,9,4,10,10,4.7,2009,AZ7M,84XAA04,23%,3,0
1202,5,9,9,5,10,10,3.2,2009,AZ7M,17XGA04,3%,3,0
1203,5,9,9,6,10,10,2.8,2009,AZ7M,17XGA04,0%,1,0
1204,5,9,9,7,10,10,3,2009,AZ7M,17XGA04,4%,2,0
1205,5,9,9,8,10,10,2.5,2009,AZ7M,17XGA04,0%,2,0
1206,5,9,9,9,10,10,2.2,2009,AZ7M,2XT4E04,0%,2,0
1207,5,9,9,10,10,10,0,2009,AZ7M,2XT4E04,NA,0,0
1208,5,9,9,11,10,10,2.4,2009,AZ7M,2XT4E04,4%,2,0
1209,5,9,9,12,10,10,0,2009,AZ7M,2XT4E04,NA,0,0
1210,5,9,9,13,10,10,1.4,2009,AZ7M,85XAA04,0%,1,0
1211,5,9,9,14,10,10,0,2009,AZ7M,85XAA04,NA,0,0
1212,5,9,9,15,10,10,0.7,2009,AZ7M,85XAA04,NA,0,0
1213,5,9,9,16,10,10,1,2009,AZ7M,85XAA04,NA,0,0
1214,5,9,9,17,10,10,4.2,2009,AZ7M,80XAA04,31%,1,0
1215,5,9,9,18,10,10,0.9,2009,AZ7M,80XAA04,NA,0,0
1216,5,9,9,19,10,10,2.9,2009,AZ7M,80XAA04,0%,1,0
1217,5,9,9,20,10,10,2.2,2009,AZ7M,80XAA04,13%,2,0
1218,5,9,9,21,10,10,0.4,2009,AZ7M,85XAA04,NA,NA,0
1219,5,9,9,1,11,11,3.6,2009,AZ7M,NM6,0%,2,2
1220,5,9,9,2,11,11,4.3,2009,AZ7M,NM6,14%,1,2
1221,5,9,9,3,11,11,4.6,2009,AZ7M,NM6,0%,1,2
1222,5,9,9,4,11,11,3.2,2009,AZ7M,NM6,17%,1,2
1223,5,9,9,5,11,11,4.2,2009,AZ7M,NM6,21%,1,2
1224,5,9,9,6,11,11,3.9,2009,AZ7M,NM6,23%,1,2
1225,5,9,9,7,11,11,4.3,2009,AZ7M,NM6,29%,1,2
1226,5,9,9,8,11,11,6,2009,AZ7M,NM6,7%,2,2
1227,5,9,9,9,11,11,0,2009,AZ7M,NM6,NA,0,0
1228,5,9,9,10,11,11,4.4,2009,AZ7M,NM6,22%,2,2
1229,5,9,9,11,11,11,4.6,2009,AZ7M,NM6,32%,1,2
1230,5,9,9,12,11,11,4.6,2009,AZ7M,NM6,13%,1,0
1231,5,9,9,13,11,11,2.2,2009,AZ7M,NM6,0%,1,2
1232,5,9,9,14,11,11,1.5,2009,AZ7M,NM6,12%,1,0
1233,5,9,9,15,11,11,2.9,2009,AZ7M,NM6,4%,1,2
1234,5,9,9,16,11,11,3.4,2009,AZ7M,NM6,14%,1,2
1235,5,9,9,17,11,11,4.6,2009,AZ7M,NM6,12%,1,2
1236,5,9,9,18,11,11,4.1,2009,AZ7M,NM6,0%,1,2
1237,5,9,9,19,11,11,3.5,2009,AZ7M,NM6,14%,1,2
1238,5,9,9,20,11,11,2.6,2009,AZ7M,NM6,24%,1,2
1239,5,9,9,21,11,11,2.7,2009,AZ7M,NM6,21%,1,2
1240,5,9,9,1,12,12,3.8,2009,AZ7M,NM6,8%,4,2
1241,5,9,9,2,12,12,4.3,2009,AZ7M,NM6,30%,1,2
1242,5,9,9,3,12,12,3.4,2009,AZ7M,NM6,3%,2,2
1243,5,9,9,4,12,12,3.4,2009,AZ7M,NM6,22%,1,2
1244,5,9,9,5,12,12,3.9,2009,AZ7M,NM6,37%,1,2
1245,5,9,9,6,12,12,5.4,2009,AZ7M,NM6,0%,1,2
1246,5,9,9,7,12,12,5,2009,AZ7M,NM6,5%,1,2
1247,5,9,9,8,12,12,4.2,2009,AZ7M,NM6,57%,1,2
1248,5,9,9,9,12,12,3.5,2009,AZ7M,NM6,26%,1,2
1249,5,9,9,10,12,12,1.9,2009,AZ7M,NM6,29%,1,2
1250,5,9,9,11,12,12,4.9,2009,AZ7M,NM6,16%,1,2
1251,5,9,9,12,12,12,1.9,2009,AZ7M,NM6,20%,1,2
1252,5,9,9,13,12,12,1.2,2009,AZ7M,NM6,14%,1,2
1253,5,9,9,14,12,12,3.6,2009,AZ7M,NM6,16%,3,2
1254,5,9,9,15,12,12,2.8,2009,AZ7M,NM6,27%,1,2
1255,5,9,9,16,12,12,2.2,2009,AZ7M,NM6,26%,1,0
1256,5,9,9,17,12,12,2.2,2009,AZ7M,NM6,21%,1,2
1257,5,9,9,18,12,12,2.7,2009,AZ7M,NM6,8%,4,2
1258,5,9,9,19,12,12,2.2,2009,AZ7M,NM6,30%,1,2
1259,5,9,9,20,12,12,3.8,2009,AZ7M,NM6,3%,2,2
1260,5,9,9,21,12,12,3.7,2009,AZ7M,NM6,20%,1,2
1261,6,9,9,1,1,1,2.3,2008,AZ7M,17XGA24,25%,1,0
1262,6,9,9,2,1,1,1.3,2008,AZ7M,17XGA04,40%,1,0
1263,6,9,9,3,1,1,2.9,2008,AZ7M,17XGA04,25%,2,0
1264,6,9,9,4,1,1,1.7,2008,AZ7M,17XGA5,39%,2,0
1265,6,9,9,5,1,1,2.5,2008,AZ7M,82XAA04,15%,1,0
1266,6,9,9,6,1,1,1.8,2008,AZ7M,82XAA04,42%,1,0
1267,6,9,9,7,1,1,3.6,2008,AZ7M,82XAA04,34%,3,0
1268,6,9,9,8,1,1,1.3,2008,AZ7M,82XAA04,NA,0,0
1269,6,9,9,9,1,1,0,2008,AZ7M,2XT4E04,NA,0,0
1270,6,9,9,10,1,1,0,2008,AZ7M,2XT4E04,NA,0,0
1271,6,9,9,11,1,1,0,2008,AZ7M,2XT4E04,NA,0,0
1272,6,9,9,12,1,1,0,2008,AZ7M,2XT4E04,NA,0,0
1273,6,9,9,13,1,1,4.1,2008,AZ7M,83XAA04,34%,4,0
1274,6,9,9,14,1,1,4.1,2008,AZ7M,83XAA04,32%,3,0
1275,6,9,9,15,1,1,4.9,2008,AZ7M,83XAA04,21%,3,0
1276,6,9,9,16,1,1,3.5,2008,AZ7M,83XAA04,26%,2,0
1277,6,9,9,17,1,1,3.3,2008,AZ7M,81XAA04,20%,2,0
1278,6,9,9,18,1,1,4.3,2008,AZ7M,81XAA04,26%,2,0
1279,6,9,9,19,1,1,3.9,2008,AZ7M,81XAA04,24%,3,0
1280,6,9,9,20,1,1,2.4,2008,AZ7M,81XAA04,17%,1,0
1281,6,9,9,21,1,1,0,2008,AZ7M,NM6,NA,NA,0
1282,6,9,9,1,2,2,4,2008,AZ7M,80XAA04,28%,1,0
1283,6,9,9,2,2,2,2.5,2008,AZ7M,80XAA04,28%,1,0
1284,6,9,9,3,2,2,2.7,2008,AZ7M,80XAA04,26%,1,0
1285,6,9,9,4,2,2,1.7,2008,AZ7M,80XAA04,15%,1,0
1286,6,9,9,5,2,2,3.5,2008,AZ7M,84XAA04,28%,4,0
1287,6,9,9,6,2,2,3.6,2008,AZ7M,84XAA04,23%,1,0
1288,6,9,9,7,2,2,4,2008,AZ7M,84XAA04,16%,3,0
1289,6,9,9,8,2,2,2,2008,AZ7M,84XAA04,28%,2,0
1290,6,9,9,9,2,2,2.1,2008,AZ7M,18XAG04,31%,2,0
1291,6,9,9,10,2,2,2.7,2008,AZ7M,18XAG04,23%,1,0
1292,6,9,9,11,2,2,3.5,2008,AZ7M,18XAG04,22%,2,0
1293,6,9,9,12,2,2,4.1,2008,AZ7M,18XAG04,17%,2,0
1294,6,9,9,13,2,2,0,2008,AZ7M,81XAA04,NA,0,0
1295,6,9,9,14,2,2,2.3,2008,AZ7M,81XAA04,43%,1,0
1296,6,9,9,15,2,2,1.6,2008,AZ7M,81XAA04,7%,1,0
1297,6,9,9,16,2,2,0,2008,AZ7M,81XAA04,NA,0,0
1298,6,9,9,17,2,2,3.4,2008,AZ7M,80XAA04,24%,2,0
1299,6,9,9,18,2,2,3.4,2008,AZ7M,80XAA04,19%,1,0
1300,6,9,9,19,2,2,5,2008,AZ7M,80XAA04,10%,5,0
1301,6,9,9,20,2,2,4,2008,AZ7M,80XAA04,38%,1,0
1302,6,9,9,21,2,2,1.3,2008,AZ7M,NM6,21%,2,0
1303,6,9,9,1,3,3,4.1,2008,AZ7M,83XAA04,45%,4,0
1304,6,9,9,2,3,3,4.4,2008,AZ7M,83XAA04,8%,3,0
1305,6,9,9,3,3,3,3.5,2008,AZ7M,83XAA04,15%,2,0
1306,6,9,9,4,3,3,4.4,2008,AZ7M,83XAA04,10%,3,0
1307,6,9,9,5,3,3,2.9,2008,AZ7M,1XTE04,12%,3,0
1308,6,9,9,6,3,3,1.8,2008,AZ7M,1XTE04,0%,1,0
1309,6,9,9,7,3,3,2.3,2008,AZ7M,1XTE04,7%,2,0
1310,6,9,9,8,3,3,2.5,2008,AZ7M,1XTE04,0%,2,0
1311,6,9,9,9,3,3,4.2,2008,AZ7M,80XAA04,12%,3,0
1312,6,9,9,10,3,3,2.6,2008,AZ7M,80XAA04,13%,1,0
1313,6,9,9,11,3,3,2.3,2008,AZ7M,80XAA04,NA,0,0
1314,6,9,9,12,3,3,4.5,2008,AZ7M,80XAA04,15%,2,0
1315,6,9,9,13,3,3,4,2008,AZ7M,82XAA04,29%,3,0
1316,6,9,9,14,3,3,3.4,2008,AZ7M,82XAA04,18%,2,0
1317,6,9,9,15,3,3,3,2008,AZ7M,82XAA04,25%,2,0
1318,6,9,9,16,3,3,3.3,2008,AZ7M,82XAA04,0%,1,0
1319,6,9,9,17,3,3,3.9,2008,AZ7M,83XAA04,11%,2,0
1320,6,9,9,18,3,3,3.7,2008,AZ7M,83XAA04,3%,1,0
1321,6,9,9,19,3,3,2.7,2008,AZ7M,83XAA04,9%,1,0
1322,6,9,9,20,3,3,3.7,2008,AZ7M,83XAA04,26%,2,0
1323,6,9,9,21,3,3,4,2008,AZ7M,NM6,6%,3,2
1324,6,9,9,1,4,4,0,2008,AZ7M,85XAA04,NA,0,0
1325,6,9,9,2,4,4,2.3,2008,AZ7M,85XAA04,10%,1,0
1326,6,9,9,3,4,4,0.3,2008,AZ7M,85XAA04,NA,0,0
1327,6,9,9,4,4,4,0.1,2008,AZ7M,85XAA04,NA,0,0
1328,6,9,9,5,4,4,3.4,2008,AZ7M,18XAG04,5%,2,0
1329,6,9,9,6,4,4,2.3,2008,AZ7M,18XAG04,0%,1,0
1330,6,9,9,7,4,4,2.4,2008,AZ7M,18XAG04,0%,2,0
1331,6,9,9,8,4,4,3.4,2008,AZ7M,18XAG04,7%,2,0
1332,6,9,9,9,4,4,1.3,2008,AZ7M,85XAA04,0%,1,0
1333,6,9,9,10,4,4,1.7,2008,AZ7M,85XAA04,0%,1,0
1334,6,9,9,11,4,4,0.4,2008,AZ7M,85XAA04,NA,0,0
1335,6,9,9,12,4,4,0.6,2008,AZ7M,85XAA04,NA,0,0
1336,6,9,9,13,4,4,3,2008,AZ7M,84XAA04,15%,2,0
1337,6,9,9,14,4,4,0,2008,AZ7M,84XAA04,NA,0,0
1338,6,9,9,15,4,4,3.2,2008,AZ7M,84XAA04,9%,1,0
1339,6,9,9,16,4,4,4,2008,AZ7M,84XAA04,4%,3,0
1340,6,9,9,17,4,4,2.1,2008,AZ7M,82XAA04,0%,1,0
1341,6,9,9,18,4,4,3.9,2008,AZ7M,82XAA04,24%,3,0
1342,6,9,9,19,4,4,3,2008,AZ7M,82XAA04,10%,2,0
1343,6,9,9,20,4,4,4.3,2008,AZ7M,82XAA04,0%,3,0
1344,6,9,9,21,4,4,3.2,2008,AZ7M,NM6,20%,2,2
1345,6,9,9,1,5,5,1.6,2008,AZ7M,81XAA04,0%,2,0
1346,6,9,9,2,5,5,3.3,2008,AZ7M,81XAA04,6%,1,0
1347,6,9,9,3,5,5,2.5,2008,AZ7M,81XAA04,4%,1,0
1348,6,9,9,4,5,5,5.5,2008,AZ7M,81XAA04,7%,2,0
1349,6,9,9,5,5,5,0.9,2008,AZ7M,2XT4E04,NA,0,0
1350,6,9,9,6,5,5,0,2008,AZ7M,2XT4E04,NA,0,0
1351,6,9,9,7,5,5,0,2008,AZ7M,2XT4E04,NA,0,0
1352,6,9,9,8,5,5,0.9,2008,AZ7M,2XT4E04,NA,0,0
1353,6,9,9,9,5,5,2.2,2008,AZ7M,84XAA04,9%,1,0
1354,6,9,9,10,5,5,2.6,2008,AZ7M,84XAA04,15%,2,0
1355,6,9,9,11,5,5,4.3,2008,AZ7M,84XAA04,28%,2,0
1356,6,9,9,12,5,5,3.6,2008,AZ7M,84XAA04,37%,1,0
1357,6,9,9,13,5,5,1.4,2008,AZ7M,17XGA04,7%,1,0
1358,6,9,9,14,5,5,1.8,2008,AZ7M,17XGA04,6%,2,0
1359,6,9,9,15,5,5,3.4,2008,AZ7M,17XGA04,0%,1,0
1360,6,9,9,16,5,5,3.2,2008,AZ7M,17XGA04,2%,2,0
1361,6,9,9,17,5,5,0.5,2008,AZ7M,85XAA04,NA,0,0
1362,6,9,9,18,5,5,1.9,2008,AZ7M,85XAA04,0%,1,0
1363,6,9,9,19,5,5,1.1,2008,AZ7M,85XAA04,0%,1,0
1364,6,9,9,20,5,5,0.4,2008,AZ7M,85XAA04,NA,0,0
1365,6,9,9,21,5,5,3.5,2008,AZ7M,NM6,4%,2,2
1366,6,9,9,1,6,6,4.8,2008,AZ7M,81XAA04,5%,2,0
1367,6,9,9,2,6,6,3.6,2008,AZ7M,81XAA04,0%,1,0
1368,6,9,9,3,6,6,3.8,2008,AZ7M,81XAA04,56%,1,0
1369,6,9,9,4,6,6,1,2008,AZ7M,81XAA04,NA,0,0
1370,6,9,9,5,6,6,3,2008,AZ7M,82XAA04,4%,1,0
1371,6,9,9,6,6,6,3.6,2008,AZ7M,82XAA04,3%,2,0
1372,6,9,9,7,6,6,3,2008,AZ7M,82XAA04,8%,3,0
1373,6,9,9,8,6,6,1.9,2008,AZ7M,82XAA04,34%,2,0
1374,6,9,9,9,6,6,1,2008,AZ7M,18XAG04,0%,1,0
1375,6,9,9,10,6,6,3,2008,AZ7M,18XAG04,15%,2,0
1376,6,9,9,11,6,6,0.7,2008,AZ7M,18XAG04,40%,2,0
1377,6,9,9,12,6,6,2.1,2008,AZ7M,18XAG04,25%,1,0
1378,6,9,9,13,6,6,0.2,2008,AZ7M,1XTE04,NA,0,0
1379,6,9,9,14,6,6,0.5,2008,AZ7M,1XTE04,NA,0,0
1380,6,9,9,15,6,6,0,2008,AZ7M,1XTE04,NA,0,0
1381,6,9,9,16,6,6,1.3,2008,AZ7M,1XTE04,0%,1,0
1382,6,9,9,17,6,6,2.8,2008,AZ7M,82XAA04,0%,2,0
1383,6,9,9,18,6,6,3.3,2008,AZ7M,82XAA04,25%,2,0
1384,6,9,9,19,6,6,2.8,2008,AZ7M,82XAA04,19%,1,0
1385,6,9,9,20,6,6,3.9,2008,AZ7M,82XAA04,11%,2,0
1386,6,9,9,21,6,6,3.6,2008,AZ7M,NM6,4%,2,2
1387,6,9,9,1,7,7,3.6,2008,AZ7M,83XAA04,34%,2,0
1388,6,9,9,2,7,7,3.8,2008,AZ7M,83XAA04,11%,2,0
1389,6,9,9,3,7,7,3,2008,AZ7M,83XAA04,30%,1,0
1390,6,9,9,4,7,7,3.9,2008,AZ7M,83XAA04,11%,1,0
1391,6,9,9,5,7,7,0.5,2008,AZ7M,2XT4E04,NA,0,0
1392,6,9,9,6,7,7,0,2008,AZ7M,2XT4E04,NA,0,0
1393,6,9,9,7,7,7,1.5,2008,AZ7M,2XT4E04,17%,1,0
1394,6,9,9,8,7,7,2,2008,AZ7M,2XT4E04,0%,3,0
1395,6,9,9,9,7,7,2,2008,AZ7M,17XGA04,0%,2,0
1396,6,9,9,10,7,7,1.5,2008,AZ7M,17XGA04,0%,1,0
1397,6,9,9,11,7,7,2.1,2008,AZ7M,17XGA04,10%,2,0
1398,6,9,9,12,7,7,0.3,2008,AZ7M,17XGA04,NA,0,0
1399,6,9,9,13,7,7,4.2,2008,AZ7M,83XAA04,12%,2,0
1400,6,9,9,14,7,7,3.9,2008,AZ7M,83XAA04,9%,2,0
1401,6,9,9,15,7,7,4.3,2008,AZ7M,83XAA04,20%,2,0
1402,6,9,9,16,7,7,4,2008,AZ7M,83XAA04,25%,2,0
1403,6,9,9,17,7,7,0.7,2008,AZ7M,81XAA04,NA,0,0
1404,6,9,9,18,7,7,2.4,2008,AZ7M,81XAA04,9%,1,0
1405,6,9,9,19,7,7,2.4,2008,AZ7M,81XAA04,0%,2,0
