id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,plot,ibap,iba,ibamai,batot,ht,stms,Canker
257,8,9,9,5,1,1,5.4,2012,U07m,82XAA04,2,NA,NA,0.02,0.159,39.5,NA,NA
258,8,9,9,6,1,1,4.2,2012,U07m,82XAA04,2,NA,NA,0.012,0.096,36,NA,NA
259,8,9,9,7,1,1,7.5,2012,U07m,82XAA04,2,NA,NA,0.038,0.305,38.8,NA,NA
260,8,9,9,8,1,1,0,2012,U07m,82XAA04,2,NA,NA,NA,NA,NA,NA,NA
261,8,9,9,9,1,4,0,2012,U07m,2XT4E04,3,NA,NA,NA,NA,NA,NA,NA
262,8,9,9,10,1,4,0,2012,U07m,2XT4E04,3,NA,NA,NA,NA,NA,NA,NA
263,8,9,9,11,1,4,0,2012,U07m,2XT4E04,3,NA,NA,NA,NA,NA,NA,NA
264,8,9,9,12,1,4,0,2012,U07m,2XT4E04,3,NA,NA,NA,NA,NA,NA,NA
265,8,9,9,13,1,4,7.5,2012,U07m,83XAA04,4,24%,0.06,0.039,0.309,38.1,NA,NA
266,8,9,9,14,1,4,8.5,2012,U07m,83XAA04,4,21%,0.069,0.049,0.393,44.2,NA,NA
267,8,9,9,15,1,4,8.5,2012,U07m,83XAA04,4,21%,0.067,0.049,0.395,40.5,NA,NA
268,8,9,9,16,1,4,7.9,2012,U07m,83XAA04,4,32%,0.083,0.043,0.342,42.9,NA,NA
269,8,9,9,17,1,5,5.7,2012,U07m,81XAA04,5,NA,NA,0.022,0.179,36.8,NA,NA
270,8,9,9,18,1,5,8.3,2012,U07m,81XAA04,5,NA,NA,0.047,0.376,37.3,NA,NA
271,8,9,9,19,1,5,7.1,2012,U07m,81XAA04,5,NA,NA,0.034,0.272,35,NA,NA
272,8,9,9,20,1,5,3.7,2012,U07m,81XAA04,5,NA,NA,0.009,0.075,26,NA,NA
273,8,9,9,21,1,NA,0,2012,U07m,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,8,9,9,1,2,1,8.3,2012,U07m,80XAA04,10,16%,0.052,0.047,0.376,44.7,NA,NA
275,8,9,9,2,2,1,6,2012,U07m,80XAA04,10,38%,0.054,0.025,0.196,38.2,NA,NA
276,8,9,9,3,2,1,5.7,2012,U07m,80XAA04,10,20%,0.03,0.022,0.177,38.9,NA,NA
277,8,9,9,4,2,1,2.8,2012,U07m,80XAA04,10,16%,0.006,0.005,0.043,32.8,NA,NA
278,8,9,9,5,2,1,7.1,2012,U07m,84XAA04,9,NA,NA,0.034,0.271,45.6,NA,NA
279,8,9,9,6,2,1,5.4,2012,U07m,84XAA04,9,NA,NA,0.02,0.159,39.5,NA,NA
280,8,9,9,7,2,1,7.2,2012,U07m,84XAA04,9,NA,NA,0.035,0.283,34.6,NA,NA
281,8,9,9,8,2,1,4.2,2012,U07m,84XAA04,9,NA,NA,0.012,0.096,27.6,NA,NA
282,8,9,9,9,2,4,3.9,2012,U07m,18XAG04,8,NA,NA,0.01,0.081,33.1,NA,NA
283,8,9,9,10,2,4,5.4,2012,U07m,18XAG04,8,NA,NA,0.02,0.159,37.3,NA,NA
284,8,9,9,11,2,4,7.4,2012,U07m,18XAG04,8,NA,NA,0.038,0.301,46,NA,NA
285,8,9,9,12,2,4,7.1,2012,U07m,18XAG04,8,NA,NA,0.035,0.278,38.4,NA,NA
286,8,9,9,13,2,4,0,2012,U07m,81XAA04,7,NA,NA,NA,NA,NA,NA,NA
287,8,9,9,14,2,4,4.6,2012,U07m,81XAA04,7,NA,NA,0.014,0.115,40,NA,NA
288,8,9,9,15,2,4,2.8,2012,U07m,81XAA04,7,NA,NA,0.005,0.043,25.3,NA,NA
289,8,9,9,16,2,4,0,2012,U07m,81XAA04,7,NA,NA,NA,NA,NA,NA,NA
290,8,9,9,17,2,5,5.5,2012,U07m,80XAA04,6,33%,0.041,0.021,0.165,39.1,NA,NA
291,8,9,9,18,2,5,5.4,2012,U07m,80XAA04,6,27%,0.033,0.02,0.159,36.3,NA,NA
292,8,9,9,19,2,5,8.2,2012,U07m,80XAA04,6,19%,0.057,0.046,0.365,38.5,NA,NA
293,8,9,9,20,2,5,6.8,2012,U07m,80XAA04,6,17%,0.037,0.032,0.252,37.1,NA,NA
294,8,9,9,21,2,NA,3.4,2012,U07m,NM6,NA,102%,0.032,0.008,0.064,26.2,NA,NA
295,8,9,9,1,3,1,7.4,2012,U07m,83XAA04,11,4%,0.012,0.037,0.299,38.1,NA,NA
296,8,9,9,2,3,1,8.1,2012,U07m,83XAA04,11,28%,0.079,0.045,0.359,40.4,NA,NA
297,8,9,9,3,3,1,6.2,2012,U07m,83XAA04,11,22%,0.038,0.026,0.209,43.6,NA,NA
298,8,9,9,4,3,1,8.6,2012,U07m,83XAA04,11,29%,0.09,0.051,0.406,42.1,NA,NA
299,8,9,9,5,3,1,5.6,2012,U07m,1XTE04,12,NA,NA,0.022,0.173,42,NA,NA
300,8,9,9,6,3,1,3.3,2012,U07m,1XTE04,12,NA,NA,0.007,0.059,31.2,NA,NA
301,8,9,9,7,3,1,4.8,2012,U07m,1XTE04,12,NA,NA,0.016,0.128,40.1,NA,NA
302,8,9,9,8,3,1,5.8,2012,U07m,1XTE04,12,NA,NA,0.023,0.184,39.9,NA,NA
303,8,9,9,9,3,4,8.6,2012,U07m,80XAA04,13,20%,0.067,0.051,0.408,41.5,NA,NA
304,8,9,9,10,3,4,4.6,2012,U07m,80XAA04,13,0%,0,0.014,0.115,37.4,NA,NA
305,8,9,9,11,3,4,0,2012,U07m,80XAA04,13,NA,NA,NA,NA,NA,NA,NA
306,8,9,9,12,3,4,9.4,2012,U07m,80XAA04,13,26%,0.099,0.061,0.485,43,NA,NA
307,8,9,9,13,3,4,6.2,2012,U07m,82XAA04,14,NA,NA,0.027,0.212,32.7,NA,NA
308,8,9,9,14,3,4,6.7,2012,U07m,82XAA04,14,NA,NA,0.031,0.246,41.2,NA,NA
309,8,9,9,15,3,4,5.6,2012,U07m,82XAA04,14,NA,NA,0.021,0.171,35.9,NA,NA
310,8,9,9,16,3,4,6.2,2012,U07m,82XAA04,14,NA,NA,0.026,0.21,39.5,NA,NA
311,8,9,9,17,3,5,7.1,2012,U07m,83XAA04,15,32%,0.066,0.034,0.275,40.7,NA,NA
312,8,9,9,18,3,5,6.4,2012,U07m,83XAA04,15,18%,0.034,0.028,0.223,41.7,NA,NA
313,8,9,9,19,3,5,4.8,2012,U07m,83XAA04,15,31%,0.029,0.016,0.126,40,NA,NA
314,8,9,9,20,3,5,6.6,2012,U07m,83XAA04,15,32%,0.056,0.029,0.235,47.9,NA,NA
315,8,9,9,21,3,NA,8.5,2012,U07m,NM6,NA,31%,0.095,0.05,0.397,46,NA,NA
316,8,9,9,1,4,1,0,2012,U07m,85XAA04,20,NA,NA,NA,NA,NA,NA,NA
317,8,9,9,2,4,1,4.2,2012,U07m,85XAA04,20,NA,NA,0.012,0.096,38.4,NA,NA
318,8,9,9,3,4,1,0,2012,U07m,85XAA04,20,NA,NA,NA,NA,NA,NA,NA
319,8,9,9,4,4,1,0,2012,U07m,85XAA04,20,NA,NA,NA,NA,NA,NA,NA
320,8,9,9,5,4,1,6.2,2012,U07m,18XAG04,19,NA,NA,0.026,0.207,43.2,NA,NA
321,8,9,9,6,4,1,5.6,2012,U07m,18XAG04,19,NA,NA,0.021,0.171,42,NA,NA
322,8,9,9,7,4,1,3.6,2012,U07m,18XAG04,19,NA,NA,0.009,0.069,35.2,NA,NA
323,8,9,9,8,4,1,6.4,2012,U07m,18XAG04,19,NA,NA,0.028,0.221,39.9,NA,NA
324,8,9,9,9,4,4,1.8,2012,U07m,85XAA04,18,NA,NA,0.002,0.018,21.6,NA,NA
325,8,9,9,10,4,4,2.7,2012,U07m,85XAA04,18,NA,NA,0.005,0.04,31.3,NA,NA
326,8,9,9,11,4,4,0,2012,U07m,85XAA04,18,NA,NA,NA,NA,NA,NA,NA
327,8,9,9,12,4,4,0,2012,U07m,85XAA04,18,NA,NA,NA,NA,NA,NA,NA
328,8,9,9,13,4,5,4.7,2012,U07m,84XAA04,17,NA,NA,0.015,0.121,35.5,NA,NA
329,8,9,9,14,4,5,0,2012,U07m,84XAA04,17,NA,NA,NA,NA,NA,NA,NA
330,8,9,9,15,4,5,6.8,2012,U07m,84XAA04,17,NA,NA,0.032,0.252,43.3,NA,NA
331,8,9,9,16,4,5,7.6,2012,U07m,84XAA04,17,NA,NA,0.039,0.312,37.1,NA,NA
332,8,9,9,17,4,5,3.5,2012,U07m,82XAA04,16,NA,NA,0.008,0.067,33.1,NA,NA
333,8,9,9,18,4,5,7.6,2012,U07m,82XAA04,16,NA,NA,0.039,0.315,43.5,NA,NA
334,8,9,9,19,4,5,5.9,2012,U07m,82XAA04,16,NA,NA,0.023,0.187,43.8,NA,NA
335,8,9,9,20,4,5,5.7,2012,U07m,82XAA04,16,NA,NA,0.022,0.177,40.4,NA,NA
336,8,9,9,21,4,NA,7,2012,U07m,NM6,NA,191%,0.176,0.033,0.267,46,NA,NA
337,8,9,9,1,5,1,2.7,2012,U07m,81XAA04,21,NA,NA,0.005,0.04,26.8,NA,NA
338,8,9,9,2,5,1,6.7,2012,U07m,81XAA04,21,NA,NA,0.031,0.245,39.5,NA,NA
339,8,9,9,3,5,1,4.7,2012,U07m,81XAA04,21,NA,NA,0.015,0.12,39.8,NA,NA
340,8,9,9,4,5,1,9.8,2012,U07m,81XAA04,21,NA,NA,0.066,0.528,37.6,NA,NA
341,8,9,9,5,5,1,0,2012,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA
342,8,9,9,6,5,1,0,2012,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA
343,8,9,9,7,5,1,0,2012,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA
344,8,9,9,8,5,1,0,2012,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA
345,8,9,9,9,5,4,4.6,2012,U07m,84XAA04,23,NA,NA,0.014,0.115,37.8,NA,NA
346,8,9,9,10,5,4,4,2012,U07m,84XAA04,23,NA,NA,0.011,0.086,37.4,NA,NA
347,8,9,9,11,5,4,8.6,2012,U07m,84XAA04,23,NA,NA,0.05,0.401,42.1,NA,NA
348,8,9,9,12,5,4,7.1,2012,U07m,84XAA04,23,NA,NA,0.034,0.275,43.2,NA,NA
349,8,9,9,13,5,5,2.8,2012,U07m,17XGA04,24,NA,NA,0.005,0.043,32.9,NA,NA
350,8,9,9,14,5,5,5,2012,U07m,17XGA04,24,NA,NA,0.017,0.134,35.5,NA,NA
351,8,9,9,15,5,5,6.7,2012,U07m,17XGA04,24,NA,NA,0.031,0.245,39.3,NA,NA
352,8,9,9,16,5,5,4.9,2012,U07m,17XGA04,24,NA,NA,0.017,0.133,36.6,NA,NA
353,8,9,9,17,5,5,0,2012,U07m,85XAA04,25,NA,NA,NA,NA,NA,NA,NA
354,8,9,9,18,5,5,3.7,2012,U07m,85XAA04,25,NA,NA,0.009,0.075,38.3,NA,NA
355,8,9,9,19,5,5,1.9,2012,U07m,85XAA04,25,NA,NA,0.002,0.02,21.8,NA,NA
356,8,9,9,20,5,5,0,2012,U07m,85XAA04,25,NA,NA,NA,NA,NA,NA,NA
357,8,9,9,21,5,NA,6.8,2012,U07m,NM6,NA,21%,0.044,0.032,0.252,34.9,NA,NA
358,8,9,9,1,6,2,8.9,2012,U07m,81XAA04,30,NA,NA,0.055,0.437,42.6,NA,NA
359,8,9,9,2,6,2,6.7,2012,U07m,81XAA04,30,NA,NA,0.031,0.245,43,NA,NA
360,8,9,9,3,6,2,6,2012,U07m,81XAA04,30,NA,NA,0.025,0.196,41.4,NA,NA
361,8,9,9,4,6,2,0,2012,U07m,81XAA04,30,NA,NA,NA,NA,NA,NA,NA
362,8,9,9,5,6,2,5.6,2012,U07m,82XAA04,29,NA,NA,0.021,0.171,33.1,NA,NA
363,8,9,9,6,6,2,7.7,2012,U07m,82XAA04,29,NA,NA,0.041,0.327,37.5,NA,NA
364,8,9,9,7,6,2,6.6,2012,U07m,82XAA04,29,NA,NA,0.03,0.24,36.4,NA,NA
365,8,9,9,8,6,2,5.3,2012,U07m,82XAA04,29,NA,NA,0.019,0.152,43.1,NA,NA
366,8,9,9,9,6,3,2.5,2012,U07m,18XAG04,28,NA,NA,0.004,0.034,25.4,NA,NA
367,8,9,9,10,6,3,6.7,2012,U07m,18XAG04,28,NA,NA,0.031,0.245,47.6,NA,NA
368,8,9,9,11,6,3,1.1,2012,U07m,18XAG04,28,NA,NA,0.001,0.007,9.8,NA,NA
369,8,9,9,12,6,3,5.1,2012,U07m,18XAG04,28,NA,NA,0.018,0.142,44.4,NA,NA
370,8,9,9,13,6,3,0,2012,U07m,1XTE04,27,NA,NA,NA,NA,NA,NA,NA
371,8,9,9,14,6,3,0,2012,U07m,1XTE04,27,NA,NA,NA,NA,NA,NA,NA
372,8,9,9,15,6,3,0,2012,U07m,1XTE04,27,NA,NA,NA,NA,NA,NA,NA
373,8,9,9,16,6,3,2.9,2012,U07m,1XTE04,27,NA,NA,0.006,0.046,34.7,NA,NA
374,8,9,9,17,6,6,4.3,2012,U07m,82XAA04,26,NA,NA,0.013,0.101,34.7,NA,NA
375,8,9,9,18,6,6,6.1,2012,U07m,82XAA04,26,NA,NA,0.025,0.202,37.4,NA,NA
376,8,9,9,19,6,6,5.6,2012,U07m,82XAA04,26,NA,NA,0.021,0.171,35.5,NA,NA
377,8,9,9,20,6,6,6.7,2012,U07m,82XAA04,26,NA,NA,0.03,0.242,34.6,NA,NA
378,8,9,9,21,6,NA,7.3,2012,U07m,NM6,NA,122%,0.162,0.037,0.294,32,NA,NA
379,8,9,9,1,7,2,7.3,2012,U07m,83XAA04,31,35%,0.076,0.037,0.294,39.6,NA,NA
380,8,9,9,2,7,2,7.7,2012,U07m,83XAA04,31,39%,0.09,0.04,0.32,41.3,NA,NA
381,8,9,9,3,7,2,6.5,2012,U07m,83XAA04,31,10%,0.021,0.029,0.23,40.5,NA,NA
382,8,9,9,4,7,2,7.8,2012,U07m,83XAA04,31,24%,0.065,0.041,0.332,41.2,NA,NA
383,8,9,9,5,7,2,0.8,2012,U07m,2XT4E04,32,NA,NA,0,0.003,NA,NA,NA
384,8,9,9,6,7,2,0,2012,U07m,2XT4E04,32,NA,NA,NA,NA,NA,NA,NA
385,8,9,9,7,7,2,3.6,2012,U07m,2XT4E04,32,NA,NA,0.009,0.071,34.7,NA,NA
386,8,9,9,8,7,2,3,2012,U07m,2XT4E04,32,NA,NA,0.006,0.051,33.8,NA,NA
387,8,9,9,9,7,3,4.7,2012,U07m,17XGA04,33,NA,NA,0.015,0.119,35,NA,NA
388,8,9,9,10,7,3,3.9,2012,U07m,17XGA04,33,NA,NA,0.01,0.083,39,NA,NA
389,8,9,9,11,7,3,5.7,2012,U07m,17XGA04,33,NA,NA,0.022,0.175,38.1,NA,NA
390,8,9,9,12,7,3,0,2012,U07m,17XGA04,33,NA,NA,NA,NA,NA,NA,NA
391,8,9,9,13,7,3,8.4,2012,U07m,83XAA04,34,20%,0.064,0.048,0.383,46.8,NA,NA
392,8,9,9,14,7,3,7.2,2012,U07m,83XAA04,34,14%,0.034,0.035,0.28,41.7,NA,NA
393,8,9,9,15,7,3,7.5,2012,U07m,83XAA04,34,5%,0.015,0.038,0.305,44.5,NA,NA
394,8,9,9,16,7,3,8.8,2012,U07m,83XAA04,34,29%,0.096,0.053,0.426,42.7,NA,NA
395,8,9,9,17,7,6,0,2012,U07m,81XAA04,35,NA,NA,NA,NA,NA,NA,NA
396,8,9,9,18,7,6,4.8,2012,U07m,81XAA04,35,NA,NA,0.016,0.126,36.5,NA,NA
397,8,9,9,19,7,6,4.5,2012,U07m,81XAA04,35,NA,NA,0.014,0.109,36.1,NA,NA
398,8,9,9,20,7,6,7.5,2012,U07m,81XAA04,35,NA,NA,0.038,0.304,48.7,NA,NA
399,8,9,9,21,7,NA,3.1,2012,U07m,85XAA04,NA,32%,0.013,0.007,0.052,44,NA,NA
400,8,9,9,1,8,2,2.4,2012,U07m,1XTE04,40,NA,NA,0.004,0.031,26.4,NA,NA
401,8,9,9,2,8,2,0,2012,U07m,1XTE04,40,NA,NA,NA,NA,NA,NA,NA
402,8,9,9,3,8,2,1.5,2012,U07m,1XTE04,40,NA,NA,0.002,0.012,18.2,NA,NA
403,8,9,9,4,8,2,2.4,2012,U07m,1XTE04,40,NA,NA,0.004,0.031,26.3,NA,NA
404,8,9,9,5,8,2,5.7,2012,U07m,18XAG04,39,NA,NA,0.022,0.177,40.4,NA,NA
405,8,9,9,6,8,2,2.6,2012,U07m,18XAG04,39,NA,NA,0.005,0.037,25.4,NA,NA
406,8,9,9,7,8,2,2.2,2012,U07m,18XAG04,39,NA,NA,0.003,0.026,20.5,NA,NA
407,8,9,9,8,8,2,5.3,2012,U07m,18XAG04,39,NA,NA,0.019,0.154,42.2,NA,NA
408,8,9,9,9,8,3,6.7,2012,U07m,82XAA04,38,NA,NA,0.031,0.246,41.3,NA,NA
409,8,9,9,10,8,3,5.6,2012,U07m,82XAA04,38,NA,NA,0.021,0.171,37.3,NA,NA
410,8,9,9,11,8,3,6.9,2012,U07m,82XAA04,38,NA,NA,0.032,0.257,39.4,NA,NA
411,8,9,9,12,8,3,5.6,2012,U07m,82XAA04,38,NA,NA,0.021,0.171,39.5,NA,NA
412,8,9,9,13,8,3,6,2012,U07m,81XAA04,37,NA,NA,0.025,0.197,43.4,NA,NA
413,8,9,9,14,8,3,5.2,2012,U07m,81XAA04,37,NA,NA,0.018,0.147,43.9,NA,NA
414,8,9,9,15,8,3,0,2012,U07m,81XAA04,37,NA,NA,NA,NA,NA,NA,NA
415,8,9,9,16,8,3,3.5,2012,U07m,81XAA04,37,NA,NA,0.008,0.067,31.4,NA,NA
416,8,9,9,17,8,6,5.7,2012,U07m,84XAA04,36,NA,NA,0.022,0.177,39.9,NA,NA
417,8,9,9,18,8,6,6.2,2012,U07m,84XAA04,36,NA,NA,0.026,0.21,41.1,NA,NA
418,8,9,9,19,8,6,0,2012,U07m,84XAA04,36,NA,NA,NA,NA,NA,NA,NA
419,8,9,9,20,8,6,4.1,2012,U07m,84XAA04,36,NA,NA,0.011,0.092,40.6,NA,NA
420,8,9,9,21,8,NA,3.1,2012,U07m,85XAA04,NA,32%,0.013,0.007,0.052,37,NA,NA
421,8,9,9,1,9,2,0,2012,U07m,85XAA04,41,NA,NA,NA,NA,NA,NA,NA
422,8,9,9,2,9,2,1.9,2012,U07m,85XAA04,41,NA,NA,0.002,0.02,17.4,NA,NA
423,8,9,9,3,9,2,0,2012,U07m,85XAA04,41,NA,NA,NA,NA,NA,NA,NA
424,8,9,9,4,9,2,0,2012,U07m,85XAA04,41,NA,NA,NA,NA,NA,NA,NA
425,8,9,9,5,9,2,7.8,2012,U07m,80XAA04,42,17%,0.049,0.041,0.332,48.3,NA,NA
426,8,9,9,6,9,2,7.9,2012,U07m,80XAA04,42,17%,0.05,0.043,0.34,40.5,NA,NA
427,8,9,9,7,9,2,7.2,2012,U07m,80XAA04,42,31%,0.066,0.035,0.283,41.6,NA,NA
428,8,9,9,8,9,2,8.7,2012,U07m,80XAA04,42,29%,0.094,0.052,0.414,39.9,NA,NA
429,8,9,9,9,9,3,4.8,2012,U07m,84XAA04,43,NA,NA,0.016,0.126,37.5,NA,NA
430,8,9,9,10,9,3,6.5,2012,U07m,84XAA04,43,NA,NA,0.029,0.229,38.4,NA,NA
431,8,9,9,11,9,3,3.4,2012,U07m,84XAA04,43,NA,NA,0.008,0.063,32.1,NA,NA
432,8,9,9,12,9,3,3.9,2012,U07m,84XAA04,43,NA,NA,0.01,0.083,34.6,NA,NA
433,8,9,9,13,9,3,6.6,2012,U07m,80XAA04,44,26%,0.048,0.029,0.236,37.9,NA,NA
434,8,9,9,14,9,3,6.2,2012,U07m,80XAA04,44,18%,0.032,0.026,0.21,34.7,NA,NA
435,8,9,9,15,9,3,6.3,2012,U07m,80XAA04,44,41%,0.064,0.027,0.22,29.9,NA,NA
436,8,9,9,16,9,3,3.8,2012,U07m,80XAA04,44,33%,0.019,0.01,0.079,31.8,NA,NA
437,8,9,9,17,9,6,7.6,2012,U07m,83XAA04,45,13%,0.035,0.039,0.312,37.7,NA,NA
438,8,9,9,18,9,6,5.1,2012,U07m,83XAA04,45,33%,0.036,0.018,0.143,31.1,NA,NA
439,8,9,9,19,9,6,7.2,2012,U07m,83XAA04,45,22%,0.05,0.035,0.28,36.1,NA,NA
440,8,9,9,20,9,6,9.8,2012,U07m,83XAA04,45,72%,0.222,0.066,0.528,36.2,NA,NA
441,8,9,9,21,9,NA,2.1,2012,U07m,85XAA04,NA,36%,0.006,0.003,0.024,23.2,NA,NA
442,8,9,9,1,10,2,8.3,2012,U07m,84XAA04,50,NA,NA,0.047,0.38,38.5,NA,NA
443,8,9,9,2,10,2,1.2,2012,U07m,84XAA04,50,NA,NA,0.001,0.008,12.9,NA,NA
444,8,9,9,3,10,2,5.2,2012,U07m,84XAA04,50,NA,NA,0.018,0.147,39.7,NA,NA
445,8,9,9,4,10,2,8.1,2012,U07m,84XAA04,50,NA,NA,0.045,0.357,40,NA,NA
446,8,9,9,5,10,2,4.7,2012,U07m,17XGA04,49,NA,NA,0.015,0.12,36.5,NA,NA
447,8,9,9,6,10,2,3.7,2012,U07m,17XGA04,49,NA,NA,0.009,0.075,36.5,NA,NA
448,8,9,9,7,10,2,4.5,2012,U07m,17XGA04,49,NA,NA,0.014,0.11,43.2,NA,NA
449,8,9,9,8,10,2,3,2012,U07m,17XGA04,49,NA,NA,0.006,0.05,33.3,NA,NA
450,8,9,9,9,10,3,3.6,2012,U07m,2XT4E04,48,NA,NA,0.009,0.071,33.7,NA,NA
451,8,9,9,10,10,3,0,2012,U07m,2XT4E04,48,NA,NA,NA,NA,NA,NA,NA
452,8,9,9,11,10,3,4,2012,U07m,2XT4E04,48,NA,NA,0.011,0.086,35.6,NA,NA
453,8,9,9,12,10,3,0,2012,U07m,2XT4E04,48,NA,NA,NA,NA,NA,NA,NA
454,8,9,9,13,10,3,2,2012,U07m,85XAA04,47,NA,NA,0.003,0.022,23.1,NA,NA
455,8,9,9,14,10,3,0,2012,U07m,85XAA04,47,NA,NA,NA,NA,NA,NA,NA
456,8,9,9,15,10,3,0,2012,U07m,85XAA04,47,NA,NA,NA,NA,NA,NA,NA
457,8,9,9,16,10,3,1.3,2012,U07m,85XAA04,47,NA,NA,0.001,0.009,17.6,NA,NA
458,8,9,9,17,10,6,6.9,2012,U07m,80XAA04,46,20%,0.043,0.032,0.26,39.7,NA,NA
459,8,9,9,18,10,6,0,2012,U07m,80XAA04,46,NA,NA,NA,NA,NA,NA,NA
460,8,9,9,19,10,6,5.8,2012,U07m,80XAA04,46,66%,0.073,0.023,0.183,31.9,NA,NA
461,8,9,9,20,10,6,3.6,2012,U07m,80XAA04,46,35%,0.018,0.009,0.071,26.7,NA,NA
462,8,9,9,21,10,NA,0.5,2012,U07m,85XAA04,NA,56%,0,0,0.001,8.3,NA,NA
463,8,9,9,1,11,1,5.4,2012,U07m,NM6,51,23%,0.03,0.02,0.162,27.3,NA,NA
464,8,9,9,2,11,1,7.3,2012,U07m,NM6,51,39%,0.081,0.036,0.291,33.8,NA,NA
465,8,9,9,3,11,1,7.4,2012,U07m,NM6,51,57%,0.109,0.037,0.299,34.7,NA,NA
466,8,9,9,4,11,1,4.9,2012,U07m,NM6,51,19%,0.021,0.016,0.131,34.9,NA,NA
467,8,9,9,5,11,2,5.9,2012,U07m,NM6,52,34%,0.048,0.024,0.19,33.4,NA,NA
468,8,9,9,6,11,2,5.5,2012,U07m,NM6,52,8%,0.012,0.021,0.165,36.4,NA,NA
469,8,9,9,7,11,2,5.9,2012,U07m,NM6,52,7%,0.013,0.024,0.19,32.8,NA,NA
470,8,9,9,8,11,2,8.9,2012,U07m,NM6,52,21%,0.075,0.054,0.433,36,NA,NA
471,8,9,9,9,11,3,0,2012,U07m,NM6,53,NA,NA,NA,NA,NA,NA,NA
472,8,9,9,10,11,3,6.9,2012,U07m,NM6,53,28%,0.058,0.033,0.262,38.4,NA,NA
473,8,9,9,11,11,3,6.7,2012,U07m,NM6,53,13%,0.028,0.031,0.245,38.9,NA,NA
474,8,9,9,12,11,3,7.8,2012,U07m,NM6,53,5%,0.017,0.041,0.332,42.4,NA,NA
475,8,9,9,13,11,4,4.4,2012,U07m,NM6,54,0%,0,0.013,0.106,37.3,NA,NA
476,8,9,9,14,11,4,3.4,2012,U07m,NM6,54,6%,0.004,0.008,0.063,30.9,NA,NA
477,8,9,9,15,11,4,5.4,2012,U07m,NM6,54,12%,0.017,0.02,0.159,35.3,NA,NA
478,8,9,9,16,11,4,5.8,2012,U07m,NM6,54,7%,0.012,0.023,0.183,37.4,NA,NA
479,8,9,9,17,11,5,6.9,2012,U07m,NM6,55,6%,0.015,0.032,0.26,39.2,NA,NA
480,8,9,9,18,11,5,6.4,2012,U07m,NM6,55,14%,0.027,0.028,0.223,39.1,NA,NA
481,8,9,9,19,11,5,5.8,2012,U07m,NM6,55,0%,0,0.023,0.183,42,NA,NA
482,8,9,9,20,11,5,5.3,2012,U07m,NM6,55,0%,0,0.019,0.153,38.6,NA,NA
483,8,9,9,21,11,NA,6,2012,U07m,NM6,NA,221%,0.135,0.025,0.196,40,NA,NA
484,8,9,9,1,12,NA,8,2012,U07m,NM6,NA,76%,0.151,0.044,0.35,32.8,NA,NA
485,8,9,9,2,12,NA,7.2,2012,U07m,NM6,NA,15%,0.038,0.035,0.283,34.5,NA,NA
486,8,9,9,3,12,NA,6.3,2012,U07m,NM6,NA,40%,0.061,0.027,0.214,34.2,NA,NA
487,8,9,9,4,12,NA,5.8,2012,U07m,NM6,NA,46%,0.058,0.023,0.183,34.9,NA,NA
488,8,9,9,5,12,NA,6.5,2012,U07m,NM6,NA,30%,0.053,0.029,0.23,33.2,NA,NA
489,8,9,9,6,12,NA,8.3,2012,U07m,NM6,NA,41%,0.108,0.047,0.376,34.4,NA,NA
490,8,9,9,7,12,NA,8.2,2012,U07m,NM6,NA,59%,0.136,0.046,0.367,35,NA,NA
491,8,9,9,8,12,NA,6.7,2012,U07m,NM6,NA,17%,0.035,0.031,0.245,37.6,NA,NA
492,8,9,9,9,12,NA,6.5,2012,U07m,NM6,NA,33%,0.057,0.029,0.23,36.9,NA,NA
493,8,9,9,10,12,NA,3.7,2012,U07m,NM6,NA,-5%,-0.004,0.009,0.075,30.4,NA,NA
494,8,9,9,11,12,NA,7.7,2012,U07m,NM6,NA,-3%,-0.008,0.04,0.323,37.5,NA,NA
495,8,9,9,12,12,NA,4.2,2012,U07m,NM6,NA,5%,0.005,0.012,0.096,34.2,NA,NA
496,8,9,9,13,12,NA,3,2012,U07m,NM6,NA,23%,0.009,0.006,0.049,28.8,NA,NA
497,8,9,9,14,12,NA,6.8,2012,U07m,NM6,NA,238%,0.178,0.032,0.253,34.3,NA,NA
498,8,9,9,15,12,NA,5.5,2012,U07m,NM6,NA,4%,0.006,0.021,0.165,37,NA,NA
499,8,9,9,16,12,NA,4.9,2012,U07m,NM6,NA,-4%,-0.005,0.016,0.131,36.6,NA,NA
500,8,9,9,17,12,6,6,2012,U07m,NM6,56,221%,0.135,0.025,0.196,34.7,NA,NA
501,8,9,9,18,12,6,8,2012,U07m,NM6,56,57%,0.127,0.044,0.35,36.1,NA,NA
502,8,9,9,19,12,6,7.2,2012,U07m,NM6,56,15%,0.038,0.035,0.283,38.9,NA,NA
503,8,9,9,20,12,6,6.3,2012,U07m,NM6,56,40%,0.061,0.027,0.214,37.8,NA,NA
504,8,9,9,21,12,NA,7.4,2012,U07m,NM6,NA,0%,0,0.037,0.299,39.8,NA,NA
